txn_id,ts,bank,upi_app,amount,status,failure_reason,processing_ms,retry,refund_time_min
T0004190,1764199260,ICICI Bank,PhonePe,23.4,SUCCESS,,451,N,
T0004191,1764274920,HDFC Bank,AmazonPay,41.27,SUCCESS,,191,N,
T0004192,1764445260,Kotak,AmazonPay,38.96,SUCCESS,,485,N,
T0004193,1764440580,Axis Bank,Paytm,23.71,SUCCESS,,462,N,
T0004194,1764112740,HDFC Bank,PhonePe,29.08,SUCCESS,,444,N,
T0004195,1764266940,Axis Bank,Paytm,25.21,SUCCESS,,371,N,
T0004196,1763950500,Axis Bank,BankApp,19.33,SUCCESS,,528,N,
T0004197,1764016080,ICICI Bank,GooglePay,51.23,SUCCESS,,218,N,
T0004198,1764403920,Axis Bank,BankApp,37.49,SUCCESS,,358,N,
T0004199,1764279240,ICICI Bank,AmazonPay,22.41,SUCCESS,,135,N,
T0004200,1764095580,ICICI Bank,Paytm,18.7,SUCCESS,,225,N,
T0004201,1764405360,HDFC Bank,AmazonPay,45.89,SUCCESS,,401,N,
T0004202,1764188580,SBI,Paytm,37.14,SUCCESS,,396,N,
T0004203,1764534180,HDFC Bank,GooglePay,15.12,SUCCESS,,217,N,
T0004204,1764175500,Axis Bank,BankApp,15.14,SUCCESS,,412,N,
T0004205,1763985300,SBI,PhonePe,24.49,SUCCESS,,521,N,
T0004206,1764269520,ICICI Bank,PhonePe,20.3,FAILED,bank_timeout,280,Y,
T0004207,1764097260,HDFC Bank,AmazonPay,28.56,SUCCESS,,396,N,
T0004208,1764206580,ICICI Bank,GooglePay,41.16,FAILED,bank_timeout,319,N,
T0004209,1764110940,Kotak,PhonePe,28.77,SUCCESS,,404,N,
T0004210,1764024240,HDFC Bank,PhonePe,25.77,SUCCESS,,338,N,
T0004211,1764442680,HDFC Bank,GooglePay,44.56,SUCCESS,,196,N,
T0004212,1764272520,ICICI Bank,GooglePay,50.4,SUCCESS,,461,N,
T0004213,1764535920,Axis Bank,GooglePay,44.63,FAILED,daily_limit_exceeded,111,N,70.0
T0004214,1764306120,ICICI Bank,Paytm,17.45,SUCCESS,,168,N,
T0004215,1764283500,Axis Bank,AmazonPay,14.54,SUCCESS,,612,N,
T0004216,1764448200,ICICI Bank,GooglePay,47.3,SUCCESS,,388,N,
T0004217,1764165600,SBI,GooglePay,28.31,SUCCESS,,560,N,
T0004218,1764208620,Kotak,PhonePe,25.57,SUCCESS,,385,N,
T0004219,1764180180,ICICI Bank,PhonePe,15.83,SUCCESS,,304,N,
T0004220,1764405720,HDFC Bank,GooglePay,37.9,SUCCESS,,458,N,
T0004221,1764108240,Kotak,AmazonPay,38.93,SUCCESS,,369,N,
T0004222,1764211320,HDFC Bank,Paytm,19.97,SUCCESS,,460,N,
T0004223,1764316320,Kotak,PhonePe,22.64,SUCCESS,,495,N,
T0004224,1764375300,HDFC Bank,PhonePe,38.74,SUCCESS,,293,N,
T0004225,1764185520,Kotak,GooglePay,36.01,FAILED,unknown_error,372,Y,
T0004226,1764182520,HDFC Bank,BankApp,54.56,SUCCESS,,494,N,
T0004227,1763985360,ICICI Bank,AmazonPay,28.39,SUCCESS,,223,N,
T0004228,1764481920,ICICI Bank,Paytm,17.49,SUCCESS,,335,N,
T0004229,1764025020,SBI,Paytm,41.82,SUCCESS,,461,N,
T0004230,1764098940,Kotak,GooglePay,23.31,SUCCESS,,611,N,
T0004231,1764359760,SBI,GooglePay,13.61,SUCCESS,,293,N,
T0004232,1764543960,SBI,AmazonPay,34.44,SUCCESS,,208,N,
T0004233,1764230100,Kotak,PhonePe,13.75,SUCCESS,,400,N,
T0004234,1764096060,SBI,Paytm,20.24,SUCCESS,,488,N,
T0004235,1764012420,SBI,PhonePe,47.58,SUCCESS,,310,N,
T0004236,1764325740,ICICI Bank,GooglePay,44.51,SUCCESS,,417,N,
T0004237,1764278760,SBI,BankApp,30.77,SUCCESS,,77,N,
T0004238,1764285060,ICICI Bank,AmazonPay,30.22,SUCCESS,,291,N,
T0004239,1764503220,SBI,Paytm,40.65,FAILED,bank_timeout,235,N,
T0004240,1764111840,Kotak,AmazonPay,22.84,SUCCESS,,483,N,
T0004241,1764441840,Kotak,BankApp,34.02,SUCCESS,,295,N,
T0004242,1764097140,Kotak,PhonePe,39.69,SUCCESS,,368,N,
T0004243,1764022560,Kotak,GooglePay,24.51,SUCCESS,,437,N,
T0004244,1763966460,Axis Bank,Paytm,21.12,SUCCESS,,247,N,
T0004245,1764265380,SBI,Paytm,21.56,SUCCESS,,583,N,
T0004246,1764525900,HDFC Bank,Paytm,45.89,SUCCESS,,575,N,
T0004247,1764197460,HDFC Bank,Paytm,48.36,SUCCESS,,345,N,
T0004248,1764525900,HDFC Bank,BankApp,14.73,SUCCESS,,351,N,
T0004249,1764104580,Kotak,BankApp,10.63,SUCCESS,,393,N,
T0004250,1764266400,SBI,AmazonPay,12.61,SUCCESS,,480,N,
T0004251,1764025200,HDFC Bank,Paytm,28.44,SUCCESS,,137,N,
T0004252,1764284880,SBI,PhonePe,38.83,FAILED,bank_timeout,591,N,
T0004253,1764095160,Axis Bank,BankApp,17.29,SUCCESS,,323,N,
T0004254,1764182220,ICICI Bank,Paytm,38.32,SUCCESS,,444,N,
T0004255,1764178620,Axis Bank,BankApp,38.81,FAILED,network_issue,364,N,
T0004256,1764206760,SBI,Paytm,51.44,FAILED,bank_timeout,328,Y,
T0004257,1764280800,SBI,PhonePe,22.05,FAILED,insufficient_balance,496,N,
T0004258,1764186660,Kotak,GooglePay,48.51,SUCCESS,,319,N,
T0004259,1764543540,SBI,Paytm,26.55,SUCCESS,,353,N,
T0004260,1764285840,SBI,Paytm,24.47,SUCCESS,,294,N,
T0004261,1764363060,HDFC Bank,AmazonPay,35.04,SUCCESS,,158,N,
T0004262,1764102420,ICICI Bank,GooglePay,18.8,SUCCESS,,301,N,
T0004263,1764450900,ICICI Bank,Paytm,39.72,FAILED,gateway_timeout,444,N,
T0004264,1764178380,SBI,GooglePay,41.16,SUCCESS,,299,N,
T0004265,1764437220,HDFC Bank,GooglePay,23.94,SUCCESS,,199,N,
T0004266,1764283560,ICICI Bank,Paytm,27.82,SUCCESS,,379,N,
T0004267,1764459120,HDFC Bank,BankApp,48.72,SUCCESS,,185,N,
T0004268,1763950140,Kotak,Paytm,31.18,SUCCESS,,273,N,
T0004269,1764442380,HDFC Bank,AmazonPay,13.25,SUCCESS,,187,N,
T0004270,1764236280,HDFC Bank,PhonePe,13.34,SUCCESS,,40,N,
T0004271,1764158160,ICICI Bank,Paytm,46.27,SUCCESS,,386,N,
T0004272,1764152160,SBI,AmazonPay,38.48,SUCCESS,,348,N,
T0004273,1764356220,ICICI Bank,PhonePe,33.56,SUCCESS,,480,N,
T0004274,1764237360,Axis Bank,GooglePay,29.78,SUCCESS,,259,N,
T0004275,1764362760,Axis Bank,AmazonPay,13.58,SUCCESS,,325,N,
T0004276,1764187560,HDFC Bank,GooglePay,48.31,SUCCESS,,125,N,
T0004277,1764526140,HDFC Bank,GooglePay,39.32,FAILED,network_issue,352,N,43.0
T0004278,1764441960,ICICI Bank,GooglePay,29.83,SUCCESS,,230,N,
T0004279,1764062520,HDFC Bank,AmazonPay,19.95,FAILED,insufficient_balance,435,N,
T0004280,1764028080,HDFC Bank,GooglePay,43.25,SUCCESS,,437,N,
T0004281,1764188640,Kotak,AmazonPay,14.14,SUCCESS,,260,N,
T0004282,1764515400,Axis Bank,BankApp,17.49,SUCCESS,,305,N,
T0004283,1764282720,Kotak,BankApp,37.25,SUCCESS,,287,N,
T0004284,1764125340,Kotak,GooglePay,24.64,SUCCESS,,196,N,
T0004285,1764105060,SBI,AmazonPay,18.69,SUCCESS,,181,N,
T0004286,1764200640,ICICI Bank,PhonePe,26.34,SUCCESS,,400,N,
T0004287,1764354360,Kotak,AmazonPay,26.17,SUCCESS,,235,N,
T0004288,1764361380,HDFC Bank,Paytm,41.28,SUCCESS,,40,N,
T0004289,1764364260,ICICI Bank,AmazonPay,17.45,SUCCESS,,379,N,
T0004290,1764363240,Axis Bank,BankApp,31.41,SUCCESS,,336,N,
T0004291,1764261960,Axis Bank,BankApp,19.53,SUCCESS,,193,N,
T0004292,1764020940,Kotak,AmazonPay,45.99,SUCCESS,,483,N,
T0004293,1764198960,SBI,AmazonPay,50.86,SUCCESS,,391,N,
T0004294,1764440820,Kotak,PhonePe,24.91,FAILED,unknown_error,40,N,
T0004295,1764177540,HDFC Bank,GooglePay,30.23,SUCCESS,,379,N,
T0004296,1764017100,ICICI Bank,AmazonPay,39.94,SUCCESS,,156,N,
T0004297,1764459120,Axis Bank,PhonePe,13.25,SUCCESS,,448,N,
T0004298,1764283260,Axis Bank,AmazonPay,41.94,SUCCESS,,286,N,
T0004299,1764546660,HDFC Bank,BankApp,11.0,SUCCESS,,398,N,
T0004300,1764526440,ICICI Bank,BankApp,36.54,FAILED,gateway_timeout,330,N,
T0004301,1764362100,SBI,AmazonPay,34.32,SUCCESS,,703,N,
T0004302,1764274440,ICICI Bank,GooglePay,22.54,SUCCESS,,144,N,
T0004303,1764277980,Kotak,AmazonPay,34.4,SUCCESS,,151,N,
T0004304,1764530220,HDFC Bank,AmazonPay,17.49,SUCCESS,,413,N,
T0004305,1764365580,HDFC Bank,Paytm,39.91,SUCCESS,,432,N,
T0004306,1764369660,ICICI Bank,BankApp,23.71,SUCCESS,,461,N,
T0004307,1764274260,SBI,BankApp,12.86,SUCCESS,,317,N,
T0004308,1764537360,SBI,BankApp,16.26,SUCCESS,,505,N,
T0004309,1764273540,Kotak,BankApp,16.86,SUCCESS,,272,N,
T0004310,1764269460,SBI,GooglePay,29.32,SUCCESS,,175,N,
T0004311,1764186300,Kotak,PhonePe,36.85,SUCCESS,,368,N,
T0004312,1764019380,SBI,AmazonPay,48.82,FAILED,insufficient_balance,458,N,
T0004313,1764538380,Axis Bank,GooglePay,50.07,SUCCESS,,598,N,
T0004314,1764180060,SBI,AmazonPay,39.17,SUCCESS,,339,N,
T0004315,1764539340,HDFC Bank,PhonePe,22.63,SUCCESS,,310,N,
T0004316,1764013620,SBI,PhonePe,25.81,SUCCESS,,489,N,
T0004317,1763982780,Axis Bank,Paytm,28.48,SUCCESS,,553,N,
T0004318,1764513900,HDFC Bank,GooglePay,51.04,FAILED,unknown_error,365,N,
T0004319,1764301140,Axis Bank,Paytm,38.02,SUCCESS,,449,N,
T0004320,1764325560,HDFC Bank,AmazonPay,42.0,SUCCESS,,599,N,
T0004321,1764330840,Kotak,GooglePay,32.61,SUCCESS,,202,N,
T0004322,1764199500,SBI,AmazonPay,48.76,SUCCESS,,412,N,
T0004323,1764278340,SBI,Paytm,15.12,SUCCESS,,40,N,
T0004324,1764013500,ICICI Bank,PhonePe,17.07,SUCCESS,,546,N,
T0004325,1763968500,Axis Bank,GooglePay,23.09,SUCCESS,,128,N,
T0004326,1764356880,Axis Bank,GooglePay,30.44,SUCCESS,,637,N,
T0004327,1764511440,Kotak,Paytm,49.41,SUCCESS,,539,N,
T0004328,1764290280,SBI,Paytm,49.49,SUCCESS,,236,N,
T0004329,1764009240,Axis Bank,GooglePay,15.96,SUCCESS,,196,N,
T0004330,1764285540,ICICI Bank,BankApp,47.4,FAILED,gateway_timeout,66,Y,
T0004331,1764461940,Kotak,GooglePay,12.46,FAILED,network_issue,356,N,
T0004332,1764288540,ICICI Bank,AmazonPay,46.04,SUCCESS,,403,N,
T0004333,1764256200,HDFC Bank,AmazonPay,46.82,SUCCESS,,210,N,
T0004334,1764177060,SBI,GooglePay,29.9,SUCCESS,,198,N,
T0004335,1764193680,SBI,GooglePay,39.18,SUCCESS,,304,N,
T0004336,1764300780,SBI,Paytm,22.27,SUCCESS,,390,N,
T0004337,1764368400,HDFC Bank,PhonePe,39.31,SUCCESS,,298,N,
T0004338,1764109320,Kotak,BankApp,31.49,SUCCESS,,440,N,
T0004339,1764372360,HDFC Bank,AmazonPay,41.4,SUCCESS,,334,N,
T0004340,1764012480,Kotak,Paytm,40.08,FAILED,bank_timeout,217,N,
T0004341,1764371820,SBI,PhonePe,34.66,SUCCESS,,570,N,
T0004342,1764540060,Kotak,BankApp,49.26,SUCCESS,,286,N,
T0004343,1764536580,Axis Bank,AmazonPay,25.98,SUCCESS,,414,N,
T0004344,1764371820,Kotak,AmazonPay,25.38,SUCCESS,,108,N,
T0004345,1764439680,Kotak,Paytm,28.53,SUCCESS,,428,N,
T0004346,1764133020,Kotak,GooglePay,41.79,SUCCESS,,562,N,
T0004347,1764224700,Kotak,AmazonPay,44.84,SUCCESS,,132,N,
T0004348,1764009060,ICICI Bank,PhonePe,51.06,SUCCESS,,401,N,
T0004349,1764352920,Kotak,Paytm,36.58,SUCCESS,,428,N,
T0004350,1763975040,SBI,BankApp,16.01,SUCCESS,,247,N,
T0004351,1764285180,HDFC Bank,BankApp,20.4,SUCCESS,,566,N,
T0004352,1764057660,Kotak,BankApp,40.75,SUCCESS,,374,N,
T0004353,1763953200,HDFC Bank,GooglePay,40.54,SUCCESS,,157,N,
T0004354,1764237600,HDFC Bank,PhonePe,24.95,SUCCESS,,290,N,
T0004355,1764530700,Kotak,BankApp,50.36,SUCCESS,,332,N,
T0004356,1764183240,ICICI Bank,Paytm,40.53,SUCCESS,,337,N,
T0004357,1764326340,Axis Bank,PhonePe,39.23,SUCCESS,,401,N,
T0004358,1764480780,HDFC Bank,BankApp,32.73,SUCCESS,,262,N,
T0004359,1764432120,Axis Bank,GooglePay,11.49,FAILED,unknown_error,260,N,
T0004360,1764450840,Kotak,Paytm,45.22,SUCCESS,,328,N,
T0004361,1764496680,Kotak,PhonePe,16.77,SUCCESS,,450,N,
T0004362,1764270420,HDFC Bank,AmazonPay,40.66,SUCCESS,,533,N,
T0004363,1764121980,SBI,PhonePe,27.6,SUCCESS,,427,N,
T0004364,1764013140,Axis Bank,Paytm,34.12,FAILED,bank_timeout,584,N,
T0004365,1764185400,SBI,Paytm,25.79,FAILED,bank_timeout,437,N,
T0004366,1763984640,Axis Bank,Paytm,36.61,SUCCESS,,429,N,
T0004367,1764018060,Axis Bank,GooglePay,31.09,SUCCESS,,338,N,
T0004368,1764138780,Axis Bank,BankApp,40.83,SUCCESS,,276,N,
T0004369,1764028860,HDFC Bank,PhonePe,17.88,SUCCESS,,279,N,
T0004370,1764200220,ICICI Bank,AmazonPay,22.57,SUCCESS,,102,N,
T0004371,1764105660,ICICI Bank,PhonePe,21.53,SUCCESS,,224,N,
T0004372,1764539100,HDFC Bank,AmazonPay,45.49,SUCCESS,,284,N,
T0004373,1764531420,SBI,PhonePe,20.97,SUCCESS,,479,N,
T0004374,1764336660,SBI,GooglePay,21.7,SUCCESS,,449,N,
T0004375,1764362460,Kotak,Paytm,30.22,SUCCESS,,324,N,
T0004376,1764479520,Kotak,Paytm,39.26,SUCCESS,,327,N,
T0004377,1764242340,Axis Bank,GooglePay,20.03,FAILED,insufficient_balance,559,N,
T0004378,1764182220,ICICI Bank,Paytm,38.4,FAILED,network_issue,356,N,
T0004379,1764353760,ICICI Bank,Paytm,33.58,SUCCESS,,528,N,
T0004380,1764186720,HDFC Bank,BankApp,38.26,SUCCESS,,304,N,
T0004381,1764385920,HDFC Bank,Paytm,13.37,SUCCESS,,445,N,
T0004382,1764097980,HDFC Bank,Paytm,47.46,SUCCESS,,377,N,
T0004383,1764488460,Axis Bank,AmazonPay,16.85,SUCCESS,,516,N,
T0004384,1764140640,ICICI Bank,GooglePay,46.74,SUCCESS,,337,N,
T0004385,1764099600,Kotak,Paytm,12.17,FAILED,network_issue,363,Y,
T0004386,1764225180,SBI,PhonePe,12.66,SUCCESS,,462,N,
T0004387,1764500100,SBI,GooglePay,28.55,SUCCESS,,240,N,
T0004388,1764017040,SBI,BankApp,19.89,SUCCESS,,189,N,
T0004389,1764371940,Kotak,GooglePay,35.8,SUCCESS,,229,N,
T0004390,1764253740,Kotak,BankApp,46.68,SUCCESS,,289,N,
T0004391,1764283380,Axis Bank,GooglePay,29.52,SUCCESS,,326,N,
T0004392,1764372780,SBI,Paytm,39.99,SUCCESS,,248,N,
T0004393,1764062340,Axis Bank,PhonePe,35.4,SUCCESS,,305,N,
T0004394,1764220680,ICICI Bank,AmazonPay,22.83,SUCCESS,,393,N,
T0004395,1764370920,Axis Bank,GooglePay,20.32,SUCCESS,,482,N,
T0004396,1764532800,HDFC Bank,BankApp,44.66,SUCCESS,,270,N,
T0004397,1764425520,SBI,PhonePe,24.57,SUCCESS,,488,N,
T0004398,1764373260,SBI,AmazonPay,27.23,FAILED,network_issue,193,N,
T0004399,1764113340,SBI,GooglePay,27.6,SUCCESS,,335,N,
T0004400,1764381540,Kotak,PhonePe,50.25,SUCCESS,,94,N,
T0004401,1764442500,ICICI Bank,Paytm,37.9,SUCCESS,,171,N,
T0004402,1764272220,ICICI Bank,BankApp,40.99,SUCCESS,,249,N,
T0004403,1764411900,ICICI Bank,PhonePe,30.55,SUCCESS,,470,N,
T0004404,1763949120,Axis Bank,Paytm,28.74,FAILED,insufficient_balance,304,N,
T0004405,1764363240,ICICI Bank,AmazonPay,45.32,FAILED,network_issue,518,N,
T0004406,1764090840,SBI,BankApp,21.45,SUCCESS,,462,N,
T0004407,1764436080,HDFC Bank,PhonePe,43.84,SUCCESS,,264,N,
T0004408,1764282480,HDFC Bank,GooglePay,26.98,SUCCESS,,332,N,
T0004409,1764003120,ICICI Bank,GooglePay,29.22,SUCCESS,,489,N,
T0004410,1764518100,Kotak,PhonePe,21.84,SUCCESS,,159,N,
T0004411,1764360240,Axis Bank,PhonePe,41.69,SUCCESS,,479,N,
T0004412,1763950620,ICICI Bank,AmazonPay,34.44,SUCCESS,,221,N,
T0004413,1764156540,Kotak,Paytm,14.5,FAILED,daily_limit_exceeded,392,N,
T0004414,1764268440,SBI,Paytm,41.36,SUCCESS,,294,N,
T0004415,1764535080,Kotak,BankApp,16.51,FAILED,bank_timeout,337,N,
T0004416,1764273600,SBI,AmazonPay,28.11,SUCCESS,,120,N,
T0004417,1764018600,Kotak,AmazonPay,17.33,FAILED,bank_timeout,370,N,
T0004418,1764017100,HDFC Bank,BankApp,38.7,SUCCESS,,307,N,
T0004419,1764167880,HDFC Bank,BankApp,11.6,SUCCESS,,343,N,
T0004420,1764281460,Axis Bank,GooglePay,18.83,SUCCESS,,640,N,
T0004421,1764009420,ICICI Bank,BankApp,18.63,SUCCESS,,173,N,
T0004422,1764023940,Kotak,AmazonPay,32.86,SUCCESS,,430,N,
T0004423,1763967120,Axis Bank,PhonePe,37.27,SUCCESS,,660,N,
T0004424,1764323220,Kotak,AmazonPay,43.9,SUCCESS,,507,N,
T0004425,1764014940,ICICI Bank,GooglePay,34.65,FAILED,daily_limit_exceeded,199,Y,
T0004426,1764363960,ICICI Bank,Paytm,40.05,SUCCESS,,40,N,
T0004427,1764417900,Kotak,AmazonPay,26.77,FAILED,network_issue,479,N,
T0004428,1764370920,Axis Bank,AmazonPay,11.11,SUCCESS,,220,N,
T0004429,1764025320,SBI,PhonePe,17.99,SUCCESS,,295,N,
T0004430,1764467100,Kotak,Paytm,31.14,FAILED,insufficient_balance,233,N,
T0004431,1764171660,SBI,GooglePay,37.97,SUCCESS,,219,N,
T0004432,1764539280,HDFC Bank,AmazonPay,43.1,SUCCESS,,427,N,
T0004433,1764028140,HDFC Bank,Paytm,35.82,SUCCESS,,349,N,
T0004434,1764296520,Kotak,BankApp,30.82,SUCCESS,,432,N,
T0004435,1764099000,Kotak,Paytm,39.53,SUCCESS,,71,N,
T0004436,1764444360,Kotak,GooglePay,43.04,SUCCESS,,129,N,
T0004437,1764543960,HDFC Bank,Paytm,38.89,SUCCESS,,587,N,
T0004438,1764099780,Kotak,AmazonPay,10.68,FAILED,network_issue,151,N,
T0004439,1764195060,Axis Bank,PhonePe,52.97,SUCCESS,,403,N,
T0004440,1764285240,Kotak,BankApp,12.61,SUCCESS,,717,N,
T0004441,1764363600,Axis Bank,GooglePay,22.14,SUCCESS,,422,N,
T0004442,1764015000,Kotak,BankApp,39.29,FAILED,daily_limit_exceeded,546,Y,
T0004443,1764442980,HDFC Bank,Paytm,50.37,SUCCESS,,494,N,
T0004444,1764299460,HDFC Bank,PhonePe,42.89,SUCCESS,,160,N,
T0004445,1764276900,SBI,PhonePe,38.91,SUCCESS,,121,N,
T0004446,1764495900,Axis Bank,AmazonPay,32.19,SUCCESS,,228,N,
T0004447,1764194460,HDFC Bank,AmazonPay,28.9,SUCCESS,,519,N,
T0004448,1764203160,ICICI Bank,Paytm,30.87,SUCCESS,,367,N,
T0004449,1764426540,Kotak,BankApp,46.36,SUCCESS,,399,N,
T0004450,1764198420,SBI,GooglePay,20.71,SUCCESS,,328,N,
T0004451,1764539460,Kotak,Paytm,46.25,SUCCESS,,536,N,
T0004452,1764122100,Kotak,BankApp,30.17,SUCCESS,,571,N,
T0004453,1764018060,SBI,PhonePe,20.42,FAILED,bank_timeout,363,N,
T0004454,1764446220,SBI,BankApp,15.32,SUCCESS,,280,N,
T0004455,1764099480,Axis Bank,GooglePay,16.72,SUCCESS,,357,N,
T0004456,1764180300,SBI,AmazonPay,27.1,SUCCESS,,334,N,
T0004457,1764529140,HDFC Bank,AmazonPay,45.56,SUCCESS,,546,N,
T0004458,1764110460,Axis Bank,GooglePay,36.41,SUCCESS,,290,N,
T0004459,1764093600,Axis Bank,BankApp,38.4,FAILED,unknown_error,525,Y,
T0004460,1764420840,SBI,BankApp,31.6,SUCCESS,,346,N,
T0004461,1764526200,SBI,AmazonPay,48.26,SUCCESS,,166,N,
T0004462,1764103140,Axis Bank,AmazonPay,46.08,FAILED,unknown_error,373,N,80.0
T0004463,1764546900,HDFC Bank,AmazonPay,32.78,SUCCESS,,427,N,
T0004464,1764271320,Axis Bank,PhonePe,37.88,SUCCESS,,328,N,
T0004465,1764201300,HDFC Bank,AmazonPay,44.23,SUCCESS,,522,N,
T0004466,1764545400,HDFC Bank,Paytm,48.42,SUCCESS,,311,N,
T0004467,1764365520,SBI,Paytm,48.68,SUCCESS,,355,N,
T0004468,1764027300,Kotak,BankApp,32.89,FAILED,bank_timeout,96,N,
T0004469,1764535680,HDFC Bank,Paytm,13.28,SUCCESS,,427,N,
T0004470,1764272280,Axis Bank,AmazonPay,31.73,SUCCESS,,282,N,
T0004471,1764261720,HDFC Bank,Paytm,12.57,SUCCESS,,179,N,
T0004472,1764360240,Kotak,PhonePe,48.72,SUCCESS,,408,N,
T0004473,1764232920,Axis Bank,BankApp,49.74,SUCCESS,,293,N,
T0004474,1764151500,SBI,AmazonPay,45.29,SUCCESS,,306,N,
T0004475,1763960400,Kotak,BankApp,21.85,SUCCESS,,371,N,
T0004476,1764228000,ICICI Bank,GooglePay,21.4,FAILED,bank_timeout,417,N,
T0004477,1764116820,ICICI Bank,GooglePay,13.91,SUCCESS,,348,N,
T0004478,1764132540,Axis Bank,BankApp,12.99,SUCCESS,,186,N,
T0004479,1764259140,SBI,Paytm,18.5,SUCCESS,,405,N,
T0004480,1764346680,Axis Bank,PhonePe,29.54,FAILED,network_issue,322,Y,
T0004481,1764024720,SBI,PhonePe,17.9,FAILED,bank_timeout,308,N,
T0004482,1764453000,ICICI Bank,BankApp,37.28,SUCCESS,,185,N,
T0004483,1764254820,ICICI Bank,AmazonPay,49.21,SUCCESS,,391,N,
T0004484,1764541140,SBI,AmazonPay,44.12,SUCCESS,,223,N,
T0004485,1764284940,SBI,GooglePay,31.95,SUCCESS,,173,N,
T0004486,1764459540,ICICI Bank,BankApp,23.13,SUCCESS,,349,N,
T0004487,1764148920,Kotak,GooglePay,38.53,SUCCESS,,356,N,
T0004488,1764186720,Axis Bank,Paytm,35.45,SUCCESS,,397,N,
T0004489,1764457560,SBI,AmazonPay,41.59,FAILED,unknown_error,325,N,
T0004490,1764094020,Axis Bank,GooglePay,35.09,SUCCESS,,334,N,
T0004491,1764044340,Kotak,GooglePay,38.76,SUCCESS,,574,N,
T0004492,1764108480,SBI,PhonePe,48.14,SUCCESS,,441,N,
T0004493,1764270000,Axis Bank,AmazonPay,43.64,SUCCESS,,286,N,
T0004494,1764023100,SBI,PhonePe,20.23,SUCCESS,,444,N,
T0004495,1764187140,SBI,PhonePe,21.94,SUCCESS,,209,N,
T0004496,1764456240,ICICI Bank,GooglePay,16.95,SUCCESS,,463,N,
T0004497,1764266700,SBI,GooglePay,31.6,SUCCESS,,372,N,
T0004498,1764014280,HDFC Bank,AmazonPay,48.62,SUCCESS,,690,N,
T0004499,1764532440,ICICI Bank,AmazonPay,48.24,SUCCESS,,283,N,
T0004500,1764541380,ICICI Bank,Paytm,50.42,SUCCESS,,374,N,
T0004501,1764359520,HDFC Bank,Paytm,10.68,SUCCESS,,358,N,
T0004502,1764546900,SBI,PhonePe,41.32,FAILED,network_issue,111,N,
T0004503,1764541740,Kotak,AmazonPay,29.75,SUCCESS,,432,N,
T0004504,1764011520,HDFC Bank,GooglePay,48.03,SUCCESS,,349,N,
T0004505,1764366900,ICICI Bank,PhonePe,38.66,SUCCESS,,180,N,
T0004506,1764076260,Kotak,BankApp,38.99,FAILED,bank_timeout,567,N,
T0004507,1764287940,HDFC Bank,AmazonPay,10.77,SUCCESS,,271,N,
T0004508,1764408540,Kotak,Paytm,40.68,SUCCESS,,455,N,
T0004509,1764099180,Axis Bank,Paytm,18.25,FAILED,network_issue,397,Y,
T0004510,1764527460,SBI,GooglePay,23.85,SUCCESS,,361,N,
T0004511,1764165000,ICICI Bank,BankApp,38.24,SUCCESS,,471,N,
T0004512,1764192540,HDFC Bank,AmazonPay,34.91,SUCCESS,,68,N,
T0004513,1764008940,SBI,GooglePay,27.49,SUCCESS,,417,N,
T0004514,1764535800,SBI,Paytm,10.96,SUCCESS,,220,N,
T0004515,1764097920,HDFC Bank,Paytm,20.0,FAILED,gateway_timeout,255,N,
T0004516,1764178980,SBI,GooglePay,18.62,SUCCESS,,217,N,
T0004517,1764086700,Axis Bank,AmazonPay,36.94,SUCCESS,,177,N,
T0004518,1764282000,SBI,PhonePe,34.29,FAILED,network_issue,384,N,
T0004519,1764115020,HDFC Bank,Paytm,29.02,SUCCESS,,324,N,
T0004520,1764447300,ICICI Bank,AmazonPay,30.85,SUCCESS,,334,N,
T0004521,1764190860,ICICI Bank,GooglePay,24.98,SUCCESS,,638,N,
T0004522,1764520380,HDFC Bank,Paytm,49.46,SUCCESS,,433,N,
T0004523,1764370680,Kotak,AmazonPay,23.5,SUCCESS,,394,N,
T0004524,1764544440,SBI,BankApp,41.32,SUCCESS,,177,N,
T0004525,1764527700,Kotak,AmazonPay,52.15,SUCCESS,,329,N,
T0004526,1764022260,Axis Bank,BankApp,45.27,SUCCESS,,198,N,
T0004527,1764533880,Axis Bank,Paytm,28.91,SUCCESS,,340,N,
T0004528,1764369540,SBI,PhonePe,25.16,SUCCESS,,378,N,
T0004529,1764112260,Kotak,Paytm,24.01,SUCCESS,,388,N,
T0004530,1764106500,HDFC Bank,BankApp,33.05,SUCCESS,,583,N,
T0004531,1764449700,SBI,AmazonPay,36.23,SUCCESS,,446,N,
T0004532,1764108120,Axis Bank,Paytm,15.1,SUCCESS,,452,N,
T0004533,1764129600,ICICI Bank,BankApp,35.15,SUCCESS,,473,N,
T0004534,1764510420,HDFC Bank,Paytm,13.71,SUCCESS,,568,N,
T0004535,1764448200,HDFC Bank,Paytm,23.03,FAILED,insufficient_balance,421,Y,
T0004536,1764016860,HDFC Bank,GooglePay,34.65,FAILED,unknown_error,494,N,99.0
T0004537,1764531180,ICICI Bank,PhonePe,38.16,FAILED,gateway_timeout,303,N,
T0004538,1764183900,Axis Bank,Paytm,40.55,SUCCESS,,302,N,
T0004539,1764438420,Kotak,BankApp,22.42,SUCCESS,,237,N,
T0004540,1764374160,SBI,GooglePay,28.57,SUCCESS,,367,N,
